mentions_count,name
356,Donald Trump
162,Michael Cohen
147,Robert Mueller
111,John Key
105,Hillary Clinton
98,Paul Manafort
93,Theresa May
86,James Comey
85,Nick Ayers
72,Jamal Khashoggi
70,Barack Obama
61,Alex Wong Getty
61,Michael Flynn
49,Meng Wanzhou
48,Mike Pence
47,Mark Meadows
46,Vladimir Putin
42,Nancy Pelosi
42,George Papadopoulos
40,Carlos Ghosn
40,Stormy Daniels
37,Mick Mulvaney
36,Karen Mcdougal
35,Konstantin Kilimnik
27,Brendan Smialowski
27,Yana Paskova Getty
27,Linda Givetash
27,Andrew Caballero-Reynolds
