mentions_count,name
442,Donald Trump
343,Nikolas Cruz
152,Hillary Clinton
119,Mitt Romney
96,Barack Obama
95,Robert Mueller
54,Marjory Stoneman Douglas
53,Paul Ryan
53,Stoneman Douglas
43,John Key
42,Jennifer Aniston
42,Rob Porter
41,Stormy Daniels
41,Marco Rubio
40,Mike Pence
40,Rex Tillerson
40,Rick Scott
39,Christopher Wren
38,Melania Trump
37,Vladimir Putin
36,Jeffrey Tambor
35,Cyril Ramaphosa
35,Justin Theroux
34,Jeff Sessions
33,Scott Pruitt
33,LeBron James
32,Sarah Huckabee Sanders
32,Aaron Feis
