mentions_count,name
659,Donald Trump
248,Gina Haspel
231,Michael Cohen
197,Mike Pompeo
173,Barack Obama
163,Don Blankenship
129,Eric Schneiderman
117,Columbus Nova
115,Stormy Daniels
113,Patrick Morrisey
111,Joe Manchin
97,Hillary Clinton
88,Robert Mueller
82,Michael Avenatti
80,Viktor Vekselberg
78,Mike Braun
76,Tony Kim
73,Mitch Mcconnell
68,Evan Jenkins
68,Mike Pence
66,Hassan Rouhani
63,Richard Cordray
60,Harvey Weinstein
55,Robert Pittenger
54,Vladimir Putin
52,Elaine Chao
52,Mike Dewine
49,Al Qaeda
48,Joe Donnelly
