mentions_count,name
289,Donald Trump
176,Manigault Newman
139,Tiger Woods
132,John David Mercer
121,Heather Heyer
95,Kyle Terada
72,Rory Mcilroy
67,Barry Bonds
65,Omarosa Manigault Newman
57,Justin Thomas
52,John Key
52,Chuck Todd
51,Jon Rahm
51,Brooks Koepka
50,Dustin Johnson
47,Rickie Fowler
46,Nancy Pelosi
44,Jordan Spieth
42,Omarosa Manigault
42,Gary Woodland
42,Kanye West
41,Kellyanne Conway
39,Phil Mickelson
39,David Lee
38,Mike Tripp
38,Richard Russell
36,Jason Kessler
34,Adam Scott
33,Hillary Clinton
