mentions_count,name
388,Donald Trump
120,Hillary Clinton
105,Ivanka Trump
102,Barack Obama
89,Nikolas Cruz
86,Harvey Weinstein
79,Jared Kushner
77,Billy Graham
62,Robert Mueller
61,Stoneman Douglas
48,Vladimir Putin
48,Winston Wolkoff
43,Jane Walker
43,Casey Cagle
43,Melania Trump
42,Johnnie Walker
41,Bill Clinton
39,Sarah Huckabee Sanders
37,John Key
37,Paul Manafort
37,Bernie Sanders
36,Paul Ryan
35,Jennifer Lawrence
35,Rick Scott
34,Smith Wesson
34,Brad Parscale
32,Jeff Sessions
28,Jerome Powell
