mentions_count,name
492,Prince Harry
473,Meghan Markle
228,Donald Trump
186,Windsor Castle
111,Dimitrios Pagourtzis
62,Greg Abbott
59,Hillary Clinton
57,Cambridge Analytica
51,Doria Ragland
47,Thomas Markle
45,Sabika Sheikh
44,Waight Keller
41,Robert Mueller
41,Queen Elizabeth
38,Cynthia Tisdale
37,Oprah Winfrey
35,Barack Obama
35,Clare Waight Keller
31,Kate Middleton
30,Serena Williams
29,John Barnes
29,Amal Clooney
28,Melania Trump
27,Stella Mccartney
27,Walter Reed
27,Rudy Giuliani
27,Michael Cohen
26,Michael Curry
