mentions_count,name
507,Donald Trump
440,Cambridge Analytica
413,Mark Zuckerberg
362,Paul Ryan
237,Michael Cohen
209,Robert Mueller
101,Barack Obama
101,Stormy Daniels
93,Hillary Clinton
74,Jeff Sessions
72,Vladimir Putin
68,Sarah Huckabee Sanders
64,Lindsey Graham
61,James Comey
55,Bashar Assad
53,John Kennedy
53,Kamala Harris
53,Scott Pruitt
49,John Boehner
45,Dana Boente
43,Steve Scalise
43,Gary Peters
43,Maggie Hassan
42,John Milton
40,Kevin Mccarthy
39,Jerry Brown
38,Mitzi Shore
35,Mitt Romney
