mentions_count,name
11780,Donald Trump
2770,Hillary Clinton
2641,Michael Cohen
2413,Barack Obama
2203,Meghan Markle
2197,Prince Harry
2116,Robert Mueller
1920,Cambridge Analytica
1895,Stormy Daniels
1590,Rudy Giuliani
1586,Mike Pompeo
1460,Gina Haspel
1244,Harvey Weinstein
1087,John McCain
1001,Mike Pence
931,Jeff Sessions
912,Roseanne Barr
798,Paul Ryan
797,Vladimir Putin
788,Sarah Huckabee Sanders
784,Bill Clinton
780,James Comey
736,Mark Zuckerberg
719,Jared Kushner
710,Nancy Pelosi
706,Don Blankenship
694,Scott Pruitt
671,Melania Trump
