mentions_count,name
10285,Donald Trump
2914,Hillary Clinton
2313,Barack Obama
1921,Rob Porter
1863,Robert Mueller
1726,Nikolas Cruz
1319,John Key
1300,Mike Pence
1298,Billy Graham
1063,Stoneman Douglas
1044,Devin Nunes
1012,Nancy Pelosi
967,Harvey Weinstein
950,Paul Ryan
895,Jeff Sessions
846,Vladimir Putin
795,Adam Schiff
760,Jared Kushner
749,Kim Yo Jong
716,Ivanka Trump
674,Rick Scott
640,Sarah Huckabee Sanders
632,Larry Nassar
608,Rex Tillerson
604,Bill Clinton
603,Paul Manafort
593,Christopher Steele
581,James Comey
