mentions_count,name
499,Donald Trump
267,Kim Jong
194,Paul Manafort
140,Robert Mueller
91,David Guttenfelder
89,Wong Maye
84,Ed Jones
84,Noah Berger
78,Tony Bennett
77,Donald John Trumpclinton
75,Barack Obama
69,Hillary Clinton
67,Rudy Giuliani
67,Mike Pompeo
64,Leslie Moonves
64,Mollie Tibbetts
64,Les Moonves
59,Vladimir Putin
58,Nikole Hannah-Jones
55,Chris Hayes
52,Michael Cohen
51,Brett Kavanaugh
50,Jeff Sessions
49,Charles Koch
48,Mike Pence
44,Marcio Jose Sanchez
44,Paul Kitagaki Jr
41,Kirstjen Nielsen
