mentions_count,name
611,Brett Kavanaugh
428,Donald Trump
324,Christine Blasey Ford
228,Bill Cosby
187,Deborah Ramirez
104,Andrea Constand
87,Michael York
84,Hassan Rouhani
80,Barack Obama
75,Michael Avenatti
70,Blasey Ford
66,Hillary Clinton
64,Stormy Daniels
60,Robert Mueller
55,Martha Maccallum
55,Anita Hill
53,Pope Francis
52,Kevin Systrom
50,Mike Krieger
50,Mike Pompeo
46,Jeff Sessions
44,Ted Cruz
40,Chuck Grassley
39,Mitch Mcconnell
38,Susan Collins
36,Lindsey Graham
36,Bill Clinton
34,Mark Zuckerberg
