mentions_count,name
665,Donald Trump
482,Vladimir Putin
309,David Letterman
140,Barack Obama
123,Jeremy Dwyer-Lindgren
123,Hillary Clinton
118,Geoff Burke
115,Papa John
101,Brad Mills
97,Brett Kavanaugh
97,John Schnatter
86,Robert Mueller
83,Aaron Judge
82,Mike Trout
82,Donald John Trumptrump
79,Jean Segura
75,Craig Bailey
66,Robert Deutsch
64,Simone Biles
63,Tommy Gilligan
63,Maria Butina
63,Elon Musk
62,Ben Mutzabaugh
62,James Comey
61,Theresa May
61,Martha Roby
57,George Springer
56,Kate Spade
