mentions_count,name
490,Donald Trump
291,Cambridge Analytica
170,Mark Zuckerberg
139,Vladimir Putin
123,Michael Cohen
115,Rick Scott
106,Barack Obama
93,Scott Pruitt
82,Hillary Clinton
79,Stormy Daniels
76,Bill Cosby
65,Bashar Assad
65,Robert Mueller
64,John Milton
58,Patrick Reed
44,Viktor Orbán
41,Bill Nelson
34,Bashar al-Assad
31,Andrea Constand
30,Tammy Duckworth
30,Jeff Sessions
30,Larry Kudlow
29,Mike Pompeo
29,Stephen Ryan
29,Michael Avenatti
27,Stephanie Clifford
26,Rickie Fowler
26,Pope Francis
