mentions_count,name
403,Donald Trump
178,Vladimir Putin
110,Hillary Clinton
98,Peter Knego
93,Hassan Rouhani
83,Tia Coleman
83,Mike Pompeo
80,John Brennan
69,Tiger Woods
69,Andrew West
63,Barack Obama
59,Michael Cohen
57,Ben Mutzabaugh
56,Robert Mueller
53,Paul Manafort
50,Brett Kavanaugh
43,Donald John Trumptrump
42,Papa John
41,Sarah Huckabee Sanders
41,James Comey
34,Bernie Sanders
34,Ron Paul
32,James Hunt
32,Rory Mcilroy
31,Jason Spencer
30,Jeremy Dwyer-Lindgren
30,Mike Pence
30,Baron Cohen
