mentions_count,name
500,Donald Trump
141,Sarah Huckabee Sanders
78,Maxine Waters
73,Barack Obama
64,Tayyip Erdogan
61,Sarah Sanders
57,Kirstjen Nielsen
53,Nancy Pelosi
53,Hillary Clinton
39,Meek Mill
39,Jeff Sessions
35,Jimmy Fallon
34,Laura Ingalls Wilder
34,Stephanie Wilkinson
33,Melania Trump
32,Zsa Zsa
30,Katie Arrington
30,Vladimir Putin
29,Robert Mueller
29,Paul Ryan
29,Stephen Miller
29,Stormy Daniels
28,Jamie Foxx
28,Lopez Obrador
27,Henry Mcmaster
26,John Bardeen
25,Michael Cohen
25,LeBron James
