mentions_count,name
323,Donald Trump
58,Justice Anthony Kennedy
57,Barack Obama
48,Hillary Clinton
36,Jarrod Ramos
33,Vladimir Putin
30,Justice Kennedy
30,Kirsten Gillibrand
29,Rob Hiaasen
29,King Salman
27,Joe Crowley
27,Gerald Fischman
26,John Mcnamara
25,Rebecca Smith
23,Bernie Sanders
23,Jeff Sessions
22,Lionel Messi
22,Melania Trump
21,Ronald Reagan
20,Mitch Mcconnell
20,Mike Pompeo
19,Van Horn
19,Jena Mcgregor
19,Justice Roberts
19,Anthony Kennedy
18,LeBron James
18,Nancy Pelosi
17,Lopez Obrador
