mentions_count,name
646,Donald Trump
186,Joe Crowley
184,Justice Kennedy
134,Justice Anthony Kennedy
118,Hillary Clinton
115,Nancy Pelosi
110,Bernie Sanders
107,Barack Obama
85,Joe Jackson
84,Michael Jackson
75,Jeff Sessions
73,Neil Gorsuch
73,Sarah Huckabee Sanders
67,Mitt Romney
60,Henry Mcmaster
58,Michael Grimm
57,Justice Neil Gorsuch
57,Dan Donovan
52,Maxine Waters
50,Vladimir Putin
49,Justice John Roberts
45,Ronald Reagan
44,Mark Janus
44,Abu Khattala
41,Joseph Crowley
40,Mitch Mcconnell
39,Justice Sonia Sotomayor
38,Paul Ryan
