mentions_count,name
193,Donald Trump
81,Robert Mueller
79,Prince Harry
79,Hillary Clinton
73,Meghan Markle
50,Dimitrios Pagourtzis
45,Cambridge Analytica
41,Rudy Giuliani
41,Roger Stone
39,Shana Fisher
35,Barack Obama
30,Greg Abbott
30,Steven Mnuchin
29,Harvey Weinstein
29,Pope Francis
28,Michael Cohen
25,Chuck Todd
24,Sabika Sheikh
23,Windsor Castle
22,Lujan Grisham
22,George Papadopoulos
21,Jeff Sessions
21,Cynthia Tisdale
21,Sadie Rodriguez
20,Oliver North
19,Adam Schiff
19,Angelique Ramirez
18,Columbus Nova
