mentions_count,name
581,Cambridge Analytica
407,Donald Trump
180,Hillary Clinton
179,Robert Mueller
148,Andrew Mccabe
124,Vladimir Putin
107,James Comey
91,Jeff Sessions
80,Kushner Cos
57,Jared Kushner
56,Sarah Maiellano
55,Cynthia Nixon
51,Mark Zuckerberg
50,John Ford
50,Andrew Cuomo
49,Alexei Navalny
48,Barack Obama
48,Hun Sen
42,Marlon Brando
40,Brian Manley
39,King Qishan
37,Christopher Wylie
36,Lyudmila Savchuk
33,Lindsey Graham
33,Robert Mercer
30,Rex Tillerson
30,Aleksandr Kogan
28,Sergei Skripal
