mentions_count,name
676,Donald Trump
402,Michael Cohen
170,Robert Mueller
166,Jeremy Dwyer-Lindgren
166,Hillary Clinton
125,Stormy Daniels
118,Vladimir Putin
110,Ben Mutzabaugh
79,Barack Obama
79,Daryl Bjoraas
77,Paul Manafort
67,Hun Sen
65,Rudy Giuliani
64,Tom Cruise
60,Jeff Sessions
59,Claire Mccaskill
55,Mike Pompeo
54,Donald John Trumpwatergate John
50,Lanny Davis
49,Stephen King
49,Jim Jordan
47,Don Jr
45,Mark Zuckerberg
45,Michael Avenatti
45,Imran Khan
41,Roseanne Barr
39,Paul Ryan
38,Jared Kushner
