mentions_count,name
537,Donald Trump
381,Vladimir Putin
101,Hillary Clinton
82,Barack Obama
69,Michael Cohen
67,Robert Mueller
66,Rodney White
65,Tiger Woods
65,Mike Pompeo
59,Dan Coats
54,Maria Butina
52,Doug Rader
51,Rory Mcilroy
49,Brett Kavanaugh
48,Cambridge Analytica
43,Elon Musk
38,Andrea Mitchell
38,Sarah Huckabee Sanders
38,Branson Belle
35,Michael Avenatti
35,Michael Mcfaul
34,James Hunt
33,Mark Zuckerberg
33,Stormy Daniels
33,Karen Mcdougal
31,Scott Pruitt
29,John Milton
29,Bernie Sanders
