mentions_count,name
13466,Donald Trump
6500,Brett Kavanaugh
5267,Jamal Khashoggi
3657,Hillary Clinton
2845,Christine Blasey Ford
2829,Barack Obama
1380,Mike Pompeo
1360,Kanye West
1354,Elizabeth Warren
1296,Ted Cruz
1135,Susan Collins
1050,Jeff Flake
1025,George Soros
1016,Melania Trump
978,Rick Scott
967,Nancy Pelosi
961,King Salman
958,Andrew Gillum
932,Joe Biden
837,Mike Pence
833,Vladimir Putin
819,Bill Clinton
803,Bernie Sanders
795,Fred Trump
779,Lindsey Graham
773,Jeff Sessions
764,Jared Kushner
754,Elon Musk
