mentions_count,name
643,Melania Trump
599,Lady Melania
434,Donald Trump
267,Kim Jong
173,Paul Manafort
148,Tom Cruise
131,Jeremy Dwyer-Lindgren
118,Chris Collins
110,Jefferson Graham
91,David Guttenfelder
89,Wong Maye
89,Ed Jones
83,Robert Mueller
79,John David Mercer
74,Hillary Clinton
72,Alex Jones
67,Richard Lui
66,Jefferson Grahan
65,Troy Balderson
62,Barack Obama
62,Rory Mcilroy
60,Kyle Terada
60,Tiger Woods
59,Zoe Meyers
59,Vladimir Putin
54,Dustin Johnson
53,Brett Kavanaugh
52,Trevor Hughes
