mentions_count,name
458,Donald Trump
165,Ronny Jackson
156,Michael Cohen
126,Mike Pompeo
123,Bill Cosby
114,Stormy Daniels
108,Kanye West
107,Cambridge Analytica
101,Hillary Clinton
98,Barack Obama
97,Scott Pruitt
78,Robert Mueller
70,James Comey
65,Jon Tester
62,Andrea Constand
58,Joseph James Deangelo
57,Mark Zuckerberg
50,Elwood Higginbotham
40,Prince Harry
40,Meghan Markle
38,Jeff Sessions
36,Michelle Mcnamara
34,Patton Oswalt
33,Sarah Huckabee Sanders
33,Angela Merkel
29,Melania Trump
29,Rex Tillerson
28,Bill Clinton
