mentions_count,name
384,Donald Trump
264,Catherine Pearson
146,Pope Francis
144,Jeremy Dwyer-Lindgren
134,Glenn Coleman
109,Ben Mutzabaugh
105,Robert Mueller
82,Jeff Sessions
80,Hillary Clinton
80,Noah Berger
77,Brett Kavanaugh
75,Paul Manafort
75,Barack Obama
73,Michael Cohen
69,Charles Koch
63,Daryl Bjoraas
62,Vladimir Putin
62,Rudy Giuliani
59,Sam Gross
54,Les Moonves
51,Robert Mugabe
50,Leslie Moonves
47,Giuseppe Conte
45,Jewel Grande
44,Paul Kitagaki Jr
42,James Hunt
37,Chris Pratt
34,Hun Sen
