mentions_count,name
397,Donald Trump
251,Stormy Daniels
232,Michael Cohen
190,Rudy Giuliani
95,Robert Mueller
91,Kanye West
89,Hillary Clinton
78,Cambridge Analytica
70,Sarah Huckabee Sanders
66,Barack Obama
64,Mike Pence
60,Prince Harry
52,Scott Pruitt
47,Meghan Markle
47,Bill Cosby
46,Paul Ryan
45,Mitch Mcconnell
44,Eric Greitens
43,Charlie Rose
42,Sean Hannity
40,Don Blankenship
40,Stephanie Clifford
38,Paul Manafort
37,Elon Musk
35,Katarina Frostenson
33,Steven Mnuchin
32,Michael Skakel
31,Ronny Jackson
