mentions_count,name
618,Brett Kavanaugh
400,Donald Trump
308,Christine Blasey Ford
173,Jeff Flake
117,Jerry Brown
105,Deborah Ramirez
100,Elon Musk
94,Julie Swetnick
75,David Guttenfelder
74,Lindsey Graham
72,Barack Obama
63,Justin Trudeau
53,Kanye West
51,Hillary Clinton
51,Dianne Feinstein
45,Blasey Ford
43,Andrew Gillum
41,Tasuku Honjo
40,Jeff Sessions
39,Michael Avenatti
39,Rachel Mitchell
38,Pope Francis
37,Susan Collins
35,Ted Cruz
35,Lisa Murkowski
31,Elizabeth Warren
31,John Flannery
31,Anita Hill
