mentions_count,name
281,Donald Trump
126,Lopez Obrador
83,Chuck Todd
75,Michael Cohen
68,Vladimir Putin
68,Bill Clinton
67,George Bush
57,Hillary Clinton
46,Barbara Bush
45,Robert Mueller
44,Ronald Reagan
41,Dick Cheney
34,Angela Merkel
34,Dennis Romero
33,Barack Obama
32,Jamal Khashoggi
31,Jeb Bush
29,James Baker
26,Jonathan Allen
26,Andres Manuel Lopez Obrador
26,Sarah Sanders
25,Paul Caneiro
24,Saddam Hussein
23,James Comey
22,Maggie Fox
22,Melania Trump
21,Justin Trudeau
21,John Barrasso
20,George Herbert Walker Bush
