mentions_count,name
421,Donald Trump
123,Martin Luther King
120,"Martin Luther King, Jr."
108,Scott Pruitt
96,Cambridge Analytica
83,Barack Obama
80,Hillary Clinton
74,Vladimir Putin
72,Robert Mueller
69,Jeff Sessions
61,David Hogg
57,Paul Manafort
55,Jill Mccabe
50,Andrew Mccabe
48,Laura Ingraham
41,Stephon Clark
40,Stormy Daniels
39,Stoneman Douglas
34,Mark Zuckerberg
34,Elon Musk
33,Channing Tatum
31,Jeff Bezos
30,Nelson Mandela
29,Benjamin Netanyahu
29,John McCain
28,Jerry Brown
27,John Key
27,Donte Divincenzo
