mentions_count,name
224,Donald Trump
97,Michelle Wolf
68,Sarah Huckabee Sanders
58,Mike Pompeo
52,Barack Obama
47,Jon Tester
44,Huckabee Sanders
43,Hillary Clinton
39,Ronny Jackson
39,Kanye West
37,Robert Mueller
36,Michael Cohen
33,Kellyanne Conway
33,James Comey
32,Sarah Sanders
30,Bill Cosby
28,Cambridge Analytica
26,Mike Pence
25,Sean Spicer
21,Kirstjen Nielsen
21,Kenneth Preston
21,Amber Rudd
20,Stormy Daniels
19,Jeff Sessions
18,Kathy Griffin
17,Larry Harvey
17,John Milton
16,Maggie Haberman
