mentions_count,name
543,Kim Jong
530,Donald Trump
464,Manigault Newman
229,Josh Shapiro
182,David Guttenfelder
181,Peter Knego
179,Wong Maye
178,Ed Jones
159,Omarosa Manigault Newman
124,Paul Manafort
101,Hillary Clinton
98,Luca Zennaro
96,John Brennan
90,Lady Gaga
86,Barack Obama
82,Sarah Huckabee Sanders
81,Christine Hallquist
80,Keith Ellison
77,Kris Kobach
74,Scott Parker
73,Tim Pawlenty
69,Robert Mueller
67,Alex Jones
62,Sarah Sanders
58,Jeremy Dwyer-Lindgren
58,Jeff Colyer
58,Phil Scott
58,Jeff Johnson
