mentions_count,name
444,Donald Trump
235,Meghan Markle
204,Prince Harry
130,Robert Mueller
121,Hillary Clinton
118,Michael Cohen
85,Gina Haspel
84,Cambridge Analytica
82,Rudy Giuliani
70,Stormy Daniels
53,Thomas Markle
51,Barack Obama
49,Amy Goodman
48,John McCain
47,Windsor Castle
47,Paul Ryan
44,Jerry Brown
41,Mike Pompeo
39,Paul Manafort
35,John Milton
35,Jeff Sessions
32,Sarah Huckabee Sanders
31,Michael Flynn
30,Vladimir Putin
30,Shari Redstone
30,Mark Warner
28,Jared Kushner
26,Michael Avenatti
