mentions_count,name
390,Donald Trump
154,Tom Brady
137,Justin Timberlake
127,Adam Schiff
126,Hillary Clinton
104,Devin Nunes
99,Mick Foley
76,Larry Nassar
72,Barack Obama
59,Robert Mueller
57,"Martin Luther King, Jr."
54,Martin Luther King
52,Paul Ryan
52,Mike Pence
51,Bell Pottinger
48,Christopher Steele
47,Janet Jackson
38,Bill Belichick
38,Otto Warmbier
36,Bradley Martin
36,Nancy Pelosi
35,James Comey
35,Rex Tillerson
30,Rob Gronkowski
28,Carson Wentz
28,George Papadopoulos
28,Doug Pederson
27,Eli Manning
