mentions_count,name
435,Donald Trump
163,Paul Manafort
135,Alex Jones
109,Hillary Clinton
100,Mollie Tibbetts
95,Charlotte Rae
85,LeBron James
81,Chase Elliott
77,Robert Mueller
73,Barack Obama
71,Noah Berger
70,Ben Mutzabaugh
59,Joel Robuchon
58,Samar Badawi
58,Mike Pompeo
51,Kris Kobach
50,Nicolas Maduro
49,Pacific Ocean
43,Vladimir Putin
41,Don Lemon
38,Troy Balderson
37,Patrick Stewart
35,Brett Kavanaugh
34,Jeremy Dwyer-Lindgren
34,John Milton
31,Jean-Luc Picard
31,Matt Stone
30,Hassan Rouhani
