mentions_count,name
526,Donald Trump
176,"Martin Luther King, Jr."
168,Martin Luther King
103,Aaron Saunders
99,Barack Obama
92,Aziz Ansari
80,Lindsey Graham
75,Dick Durbin
73,Steve Bannon
72,Kirstjen Nielsen
66,Hillary Clinton
65,Larry Nassar
60,Patrisse Khan-Cullors
59,Dolores Oriordan
58,Bernice King
57,Amy Goodman
54,Chelsea Manning
50,Harvey Weinstein
50,Pope Francis
44,Jared Kushner
42,David Turpin
39,Dicky Durbin
39,Gianni Versace
37,Robert Mueller
37,Ravi Ragbir
37,Ronny Jackson
37,Michael Wolff
