mentions_count,name
111,Donald Trump
41,Theresa May
40,Barack Obama
39,Siebel Newsom
30,Nancy Pelosi
29,Notre Dame
26,Nicolas Roeg
26,Hillary Clinton
26,Maggie Fox
23,Jamal Khashoggi
21,Alyssa Newcomb
20,Phil Mickelson
20,Tiger Woods
19,Justice John Roberts
17,Carlos Ghosn
16,Christophe Castaner
15,Windsor Castle
15,Justice Roberts
15,LeBron James
14,Emantic Fitzgerald Bradford Jr
14,Mariah Carey
14,Tamara Oneal
14,Donald Tusk
13,Kirstjen Nielsen
12,Ivanka Trump
12,Mark Zuckerberg
12,Mickey Leland
12,Kim Porter
