mentions_count,name
460,Donald Trump
221,Cambridge Analytica
105,Stephon Clark
98,Barack Obama
96,Ronny Jackson
95,David Shulkin
91,Stormy Daniels
84,Hillary Clinton
69,Jeff Sessions
66,Roseanne Barr
66,David Hogg
61,Laura Ingraham
57,Robert Mueller
52,John Milton
52,Malala Yousafzai
50,Mark Zuckerberg
49,Vladimir Putin
43,Sarah Hart
43,Michael Cohen
43,Sarah Huckabee Sanders
42,Paul Manafort
42,Sergei Skripal
41,Cynthia Nixon
38,Zachary Cruz
38,Devonte Hart
38,Stoneman Douglas
37,Bill Clinton
34,John Ford
