mentions_count,name
682,Donald Trump
194,Brett Kavanaugh
184,Papa John
161,Vladimir Putin
147,Peter Strzok
127,Hillary Clinton
119,Theresa May
102,Emmett Till
99,Stormy Daniels
83,Jim Jordan
82,Robert Mueller
80,Barack Obama
68,Angela Merkel
68,Jens Stoltenberg
66,Bill Shine
65,Michael Avenatti
61,Paul Ryan
55,Anthony Bourdain
52,Roger Ailes
47,John Schnatter
43,Stephanie Clifford
41,Boris Johnson
40,Jeff Sessions
37,Mike Pompeo
35,Nancy Pelosi
35,Paul Manafort
35,Justice Anthony Kennedy
33,Laurie Metcalf
