mentions_count,name
572,Donald Trump
126,Barack Obama
125,Hillary Clinton
107,Stormy Daniels
71,Martin Shkreli
70,Rick Scott
70,Gary Cohn
69,Sarah Huckabee Sanders
66,Stoneman Douglas
63,Rex Tillerson
62,Kim Jong
52,Bill Clinton
49,Vladimir Putin
46,Robert Mueller
46,Mike Pence
46,Sergei Skripal
44,Michael Cohen
42,Nikolas Cruz
39,Jeff Sessions
38,Louis Farrakhan
34,Stephanie Clifford
34,Wilbur Ross
32,Marjory Stoneman Douglas
32,Jared Kushner
31,Pharma Bro
31,Frida Kahlo
28,Paul Ryan
25,Nancy Pelosi
