mentions_count,name
636,Melania Trump
599,Lady Melania
509,Donald Trump
366,Aretha Franklin
205,Peter Knego
155,Manigault Newman
152,John Brennan
128,Queen Mary
127,Paul Manafort
106,Josh Shapiro
99,Elon Musk
96,Andrew Cuomo
90,Barack Obama
86,Stormy Daniels
85,Hillary Clinton
80,Shanann Watts
77,Chris Tomlin
77,Luca Zennaro
73,Omarosa Manigault Newman
71,Ryan Zinke
67,Bruce Ohr
66,Urban Meyer
65,David Davis
64,Robert Mueller
58,Jeremy Dwyer-Lindgren
55,Francis Rooney
52,Chris Watts
48,Nancy Pelosi
