mentions_count,name
598,Donald Trump
183,Vladimir Putin
157,Michael Cohen
122,Jeff Sessions
111,Jeremy Dwyer-Lindgren
106,Mike Pompeo
102,Jefferson Graham
99,Robert Mueller
98,Jim Jordan
97,Hillary Clinton
89,Paul Ryan
82,Donald John Trumpmeadows
77,Andrew West
74,Maria Butina
73,Claire Volkman
67,Andrew Brunson
65,Papa John
61,Cambridge Analytica
59,Barack Obama
58,Mark Meadows
56,Kaitlan Collins
53,Jean-Claude Juncker
53,Mark Zuckerberg
52,Imran Khan
50,Mollie Tibbetts
49,Mike Pence
46,Karen Mcdougal
45,Stormy Daniels
