mentions_count,name
408,Donald Trump
157,Scott Pruitt
67,Columbus Nova
65,Justice Anthony Kennedy
57,Barack Obama
57,Hillary Clinton
51,Brett Kavanaugh
50,Michael Cohen
50,Andrew Wheeler
49,Lopez Obrador
45,Amy Coney Barrett
40,Sergei Skripal
39,Theresa May
38,Bill Shine
38,Raymond Kethledge
37,Jeff Sessions
36,Ed Schultz
36,Vladimir Putin
34,Alan Dershowitz
33,Lady Liberty
31,Alex Azar
30,Neil Gorsuch
30,Justice Kennedy
29,Robert Mueller
29,Mike Pompeo
27,Thomas Jefferson
26,Jerry Brown
25,Kim Dotcom
