mentions_count,name
420,Donald Trump
116,Bill Clinton
101,Robert Mueller
96,Hillary Clinton
90,Barack Obama
71,Cambridge Analytica
70,Melania Trump
66,Rudy Giuliani
58,Monica Lewinsky
51,James Comey
50,Jack Phillips
47,Mike Pompeo
43,Roseanne Barr
40,Jimmy Fallon
40,Jimmy Morales
39,Stoneman Douglas
38,Antonio Villaraigosa
37,Justice Anthony Kennedy
37,Justice Kennedy
36,Samantha Bee
35,Kim Yong Chol
35,Scott Pruitt
34,Paulo Guerrero
34,Gavin Newsom
31,Pedro Sanchez
30,Harvey Weinstein
29,Dinesh Dsouza
29,Ivanka Trump
