mentions_count,name
727,Cambridge Analytica
473,Donald Trump
201,Mark Zuckerberg
100,Joe Biden
100,John Ford
96,Hillary Clinton
88,Robert Mueller
86,Vladimir Putin
79,Barack Obama
64,Stormy Daniels
59,Stoneman Douglas
59,Jeff Sessions
57,Mark Anthony Conditt
51,Kushner Cos
50,Paul Ryan
49,Jared Kushner
48,Cynthia Nixon
42,Brian Manley
39,Andrew Mccabe
39,Bill Clinton
38,Aleksandr Kogan
38,Jay Sekulow
37,Robert Lighthizer
34,Rex Tillerson
33,James Comey
32,Marjory Stoneman Douglas
31,Steve Bannon
