mentions_count,name
602,Donald Trump
259,Hillary Clinton
140,James Comey
118,Jeff Sessions
117,Cambridge Analytica
115,Peter Strzok
113,Paul Manafort
99,Robert Mueller
79,Barack Obama
69,Michael Cohen
62,Sarah Huckabee Sanders
61,Scott Pruitt
51,Vladimir Putin
50,Michael Horowitz
45,Paul Ryan
41,Stephen Hawking
40,Rudy Giuliani
40,Mike Pompeo
39,Barbara Underwood
37,Apostle Paul
36,Sarah Sanders
32,Michael Avenatti
31,Stormy Daniels
30,Mark Sanford
30,Bill Clinton
29,Oprah Winfrey
29,Mark Zuckerberg
29,Ronald Reagan
