mentions_count,name
349,Jamal Khashoggi
276,Donald Trump
84,King Salman
75,Hillary Clinton
56,Barack Obama
45,Nancy Pelosi
39,Elizabeth Warren
33,Lindsey Graham
31,Dean Heller
30,Mike Pompeo
29,Brett Kavanaugh
28,Mark Begich
27,Tecun Uman
26,Mike Dunleavy
26,Joe Biden
23,Muhammad Ben Salman
22,Bill Walker
22,Jacky Rosen
21,Vladimir Putin
21,Theresa May
20,Arabia Jamal Khashoggi
20,Curtis Granderson
19,Jared Kushner
19,Robert Mueller
19,Getty Buzzfeed
18,Abdul Raziq
18,Kyrsten Sinema
18,Bernie Sanders
