mentions_count,name
429,Donald Trump
132,Lopez Obrador
88,LeBron James
68,Hillary Clinton
63,Chris Hayes
62,Barack Obama
60,Justice Anthony Kennedy
55,Cambridge Analytica
52,Eliza Griswold
50,Vladimir Putin
48,Scott Pruitt
43,Jeff Sessions
41,Angela Merkel
39,Melania Trump
38,Amy Coney Barrett
36,Sarah Huckabee Sanders
33,Najib Razak
32,Anthony Kennedy
32,Michael Cohen
32,Mike Pompeo
31,Jim Jordan
29,Elizabeth Warren
28,Wasserman Schultz
28,Rob Hiaasen
27,Susan Collins
27,Justice Kennedy
27,Andres Manuel Lopez Obrador
26,Robert Mueller
