mentions_count,name
251,Donald Trump
149,Stormy Daniels
121,Rudy Giuliani
114,Michael Cohen
64,Robert Mueller
58,Hillary Clinton
57,Gina Haspel
37,Barack Obama
37,Cambridge Analytica
29,Stephanie Clifford
24,John McCain
24,Karl Marx
23,Michael Avenatti
21,Mike Pompeo
21,Bill Clinton
21,Donald Glover
21,Kellyanne Conway
20,Kanye West
19,Prince Harry
18,Paul Manafort
18,Elon Musk
18,Jeff Sessions
18,Stoneman Douglas
18,Mike Pence
18,Vladimir Putin
17,Sarah Huckabee Sanders
17,Don Blankenship
16,Alec Baldwin
