mentions_count,name
81,Sos Mediterranee
68,Mathias Morgenthaler
67,Donald Trump
61,Stormy Daniels
47,Adriano Vassalli
46,Elizabeth Holmes
43,Nicolas Maduro
42,Anita Zybach
41,Jean-Pierre Bemba
39,Angela Merkel
38,Daniel Ortega
34,Alexis Tsipras
31,Le Matin
29,Gaza Gaza
27,Antoine Harari
27,Matteo Salvini
24,Doris Leuthard
23,Pascal Gantenbein
21,Rita Fuhrer
20,Alain Rebetez
19,Joseph Kabila
18,Janina Werner
18,Walter Marti
17,Horst Seehofer
17,Bettina Weber
17,Didier Deschamps
15,Antoine Griezmann
15,Michael Cohen
15,Canton Jura
14,Lionel Messi
