mentions_count,name
79,Winnie Mandela
76,Carles Puigdemont
56,François Hollande
46,Donald Trump
38,Martin Luther
33,Adam Levine
29,Thomas Fabius
28,Holland Sarkozy
28,Kim Wall
28,Square Franois Holland
22,Nino Rifat
20,Michel Temer
19,Philippe Martinez
19,Mauro Poggia
18,Luc Domenach
17,Le Matin
17,Jaich Al-Islam
17,Edward Philippe
15,Nelson Mandela
14,Mariano Rajoy
12,Barack Obama
11,Frederic Stinger
11,Cressida Dick
11,Marianne Kohler
10,Laura Ingraham
10,Carlos Alvarado
10,Benedict Wolf
10,Luiz Inacio Lula
10,Vladimir Putin
