mentions_count,name
86,Hun Sen
32,Donald Trump
27,Tomasz Stanko
25,Emmerson Mnangagwa
24,Phillip Morris
22,Jair Bolsonaro
19,Gilberto Gil
18,Zainul Majdi
18,Sutopo Purwo Nugroho
18,Gaza Gaza
16,Nelson Chamisa
16,Pierre Massaux
16,Kem Sokha
15,Hary Tirto
15,Markus Berger
14,Sutopo Nugroho
13,Ibrahim Boubacar
12,Peter Brunswick
12,Gaspard Estrada
12,Frauenzentrale Zurich
12,Matthias Kalberer
12,John Kirkpatrick
12,Sexualforscherin Kirstin Mitchell
12,Asahi Shimbun
11,Leo Mccarey
10,Ed Sheeran
10,Robert Musil
10,Little Prince
9,Johann Schneider-Ammann
