mentions_count,name
44,Jair Bolsonaro
36,Chris Cornell
34,Jamal Khashoggi
30,Goldman Sachs
30,Guillaume Barazzone
24,Donald Trump
22,Zurich Kantonalbank
21,Le Matin
20,Slobodan Praljak
19,Edmund Zagorski
18,Mauro Poggia
18,Peter Bichsel
16,Canton Lucerne
15,Oriol Junqueras
15,Najib Razak
14,Guido Gryseels
12,Hagen Britz
12,Ancillo Canepa
12,Angela Merkel
12,Mahinda Rajapaksa
12,Luiz Inacio Lula
12,Mahmoud Abbas
12,Jared Kushner
11,Ranil Wickremesinghe
10,Ravindra Wijegunaratne
10,Karine Ferri
10,Hannes Schmid
9,Jair Bolsonarode
