mentions_count,name
77,Gaza Gaza
42,Jamal Khashoggi
40,Carles Puigdemont
36,Donald Trump
36,Le Blanc
34,Angela Merkel
31,El Chapo
27,Barack Obama
24,Cesar Sayoc
24,Grigol Vachadze
22,Jeff Finkelstein
22,Jim Mattis
21,Dina Bazarbachi
21,William Grenon
19,Doris Leuthard
18,Patrick Cornut
18,Jair Bolsonaro
16,Vladimir Putin
16,Hillary Clinton
16,Oriol Junqueras
15,Paul Biya
13,Ruth Humbel
12,Silvia Schenker
12,Pena Nieto
12,Bundesrat Mason
12,Alain Berset
12,Abdel Rahman
12,Megyn Kelly
12,Tariq Ramadan
12,Barbra Bearden
