mentions_count,name
83,Aretha Franklin
50,Donald Trump
40,Ralph Ribi
35,Jack Phillips
29,Yannick Buttet
28,Black Cat
25,Matteo Salvini
18,Viktor Yanukovych
18,Ibrahim Boubacar
17,Werner Walker
17,Jean-Marc Haller
16,Andrew Brunson
15,Bertrand Kiefer
15,Paul Manafort
15,Jacob Frenkel
15,Sarah Sanders
15,Daniel Ortega
14,Wilbur Ross
14,Carlo Sommaruga
14,Le Matin
14,Gaetan Bally
12,Barack Obama
12,Nicolas Maduro
12,Alberto Escalona
12,Martina Roffler
12,Yaguas Monje
12,Jorge Arreaza
11,Vladimir Putin
11,Otis Redding
