mentions_count,name
40,Brett Kavanaugh
36,Christine Blasey Ford
36,Donald Sutherland
31,Johann Schneider-Ammann
29,Doris Leuthard
26,Zoran Zaev
26,Theresa May
24,Lindsay Lohan
24,Liliane Maury
22,Deborah Ramirez
22,Jair Bolsonaro
20,Ueli Maurer
19,Aymo Brunetti
19,Boris Johnson
18,Luis Sequeira
17,Liliane Maury Pasquier
16,Stefan Buck
16,Donald Trump
14,Massoud Barzani
13,Jeff Flake
12,Kim Jong
12,Van Hamme
12,Christoph Blocher
12,Hansueli Siegenthaler
12,David Whiston
12,Karouan Abu Bakr
12,John Clune
11,Alexis Tsipras
