mentions_count,name
101,Kim Jong
42,Angela Merkel
40,Donald Trump
40,Horst Seehofer
37,Brett Kavanaugh
30,Tariq Ramadan
30,Christine Blasey Ford
27,Simonetta Sommaruga
26,Andrea Nahles
20,Vladimir Putin
18,Nicolas Maduro
18,Chuck Grassley
17,Sun Myung Moon
16,Canton Vaud
15,Suu Kyi
15,Joachim Eder
15,Thomas Bender
15,Pope Francis
13,Andy Wong
13,Verena Kast
13,Mona Vetsch
12,Kandid Jaeger
12,Luc Besson
12,Yves Rossier
11,Claude Schwab
11,Susan Collins
11,Le Matin
11,Larry Kudlow
10,Donald Trump
10,Thierry Weber
