mentions_count,name
52,Donald Trump
48,Lionel Girardin
33,Jamal Khashoggi
26,Aleida Assmann
26,Paul Kagame
25,Johann Schneider-Ammann
24,Simonetta Sommaruga
22,Jan Assmann
22,Viola Amherd
22,Yamal Khashoggi
21,Viktoria Marinova
20,Louise Mushikiwabo
20,Donald Wuerl
17,Le Matin
16,Alain Berset
16,Jair Bolsonaro
16,Geoffrey Berman
15,Doris Leuthard
13,Sabina Spielrein
12,Andreas Stettbacher
12,Nina Hagen
12,Matthew Rycroft
11,Pedro Sanchez
11,Canton Lucerne
11,Jacques Dubochet
11,Dmitri Rogozin
10,Omarr Baker
9,Philip Morris
9,Thomas Wenger
9,Finzi Pasca
