mentions_count,name
57,Najib Razak
44,Mahathir Mohamad
43,Luc Godard
39,Christophe Naudin
38,Carles Puigdemont
36,Sergio Rossi
30,Mauro Poggia
28,Ryan Lochte
24,Donald Trump
18,Abdel Fattah Al-Sissi
18,Amal Fathi
18,Kim Jong
18,Silvio Berlusconi
16,Charles Aznavour
14,Allahu Akbar
13,Tom Segev
13,Forza Italia
13,Dominik Balmer
13,Niki Lauda
12,Xanana Gusmão
11,Gerhard Pfister
11,Sonntagszeitung Notfallbehandlungen
10,Pablo Picasso
10,Cate Blanchett
10,Allah Akbar
10,Francis Lorenzo
9,Shinrin Yoku
9,Mimi Aung
9,Sophie Roselli
