mentions_count,name
143,Arnaud Beltrame
111,Donald Trump
90,Kim Jong
48,Julian Assange
45,Theresa May
39,Mount White
37,Clara Ponsati
32,Virgin Mary
32,Nicolas Sarkozy
32,Moises Castillo
29,Le Matin
27,Alexander Djouhri
26,Edward Philippe
24,Vladimir Putin
24,Johnny Hallyday
24,Jaich Al-Islam
24,Mt White
22,Pope Francis
21,Cambridge Analytica
20,António Guterres
16,Christine Talos
16,Radouane Lakdim
16,Sebastian Fanti
14,Jean-Claude Juncker
14,Gaza Gaza
13,Angela Merkel
13,Christopher Neuhaus
12,Moussa Moussa
12,A Thierry Mertenat
12,Geneva Laurence
