mentions_count,name
144,Julian Assange
84,Donald Trump
68,Angela Merkel
60,Charles Dutoit
58,Rudolf Diesel
51,Adolf Ogi
51,Bill Clinton
51,Jean-Pierre Danthine
41,Catholic Pope
34,Oprah Winfrey
33,Michel Temer
32,Peter Hansel
31,Antoine Gallimard
26,Antoine Zoya
25,Claudia Salzmann
23,Square Vendme
22,Mont Blanc
20,Carles Puigdemont
19,Michael Douglas
19,Le Matin
19,Alain Berset
18,Brigitte Lahaie
16,Federica Mogherini
16,A Thierry Mertenat
15,Maria Fernanda Espinosa
15,Martin Schulz
14,Bernard Borel
14,Fabian Lupo
