mentions_count,name
72,Jamal Khashoggi
51,Yamal Khashoggi
46,Patrick Nogueira
41,Le Matin
38,Donald Trump
35,Hillary Clinton
35,Guillaume Barazzone
34,Beat Richner
28,Vladimir Putin
26,Tayyip Erdogan
25,Abdel Mahdi
23,Barack Obama
20,Marzuki Darusman
20,Walter Huber
19,Joel Mesot
19,Patrick Nogueira Gouveia
19,Johns Bolton
16,Theresa May
16,Fernando Haddad
15,Nicki Minaj
15,Raoul Weil
14,Jair Bolsonaro
14,Jens Stoltenberg
14,Prince Harry
14,Christophe Castaner
14,El Guacho
13,Luc Mlenchon
12,King Salman
