mentions_count,name
85,Donald Trump
75,Stormy Daniels
59,Mia Farrow
53,António Guterres
46,Harvey Weinstein
42,Nicolas Maduro
41,Moses Farrow
38,Sabrina Kouider
37,Sophie Lionnet
33,Jack Johnson
33,Kim Jong
31,Matthias Schssler
31,Le Matin
31,Morgan Freeman
26,Mariano Rajoy
22,Laeticia Hallyday
21,Aaron Favila
20,Ouissem Medouni
19,Catholic Pope
18,Mark Walder
17,Robert Kennedy
16,Emile Cilliers
16,Nickolay Mladenov
16,Mike Pompeo
16,Avigdor Liberman
16,Mario Fehr
16,Laura Smet
15,Sylvester Stallone
13,Ali Khamenei
