mentions_count,name
53,Johann Schneider-Ammann
48,Harvey Weinstein
43,Keiko Fujimori
40,Frederik Paulsen
39,Jair Bolsonaro
27,Kim Jong
27,Donald Trump
26,Bundesrat Johann Schneider-Ammann
24,Theresa May
24,Sergio Moro
20,Edmund Zagorski
20,Willi Vollenweider
20,Thomas Baur
20,Imran Khan
20,Christophe Castaner
18,Luc Recordon
18,Didier Burkhalter
18,Le Matin
17,Dewayne Johnson
17,Al Bano
16,Dominic Raab
15,Mahinda Rajapaksa
14,Christian Bibi Asia
14,Nicolas Schumacher
14,Sandra Ireson
14,Asia Bibi
14,Hans Wicki
14,Ranil Wickremesinghe
13,Basel Fondation
12,Michel Barnier
