mentions_count,name
1974,Donald Trump
1078,Angela Merkel
948,Le Matin
824,Kim Jong
522,Tariq Ramadan
434,Xherdan Shaqiri
417,Justin Trudeau
399,François Hollande
391,Horst Seehofer
387,Pope Francis
380,Daniel Ortega
368,Theresa May
339,Vladimir Putin
315,Fernand Melgar
302,Rudolf Diesel
300,Matteo Salvini
299,Canton Lucerne
293,Pedro Sanchez
257,Susanne Ruoff
250,Nicolas Maduro
247,Pope Geneva
243,Sos Mediterranee
242,Ariana Cubillos
242,Ivan Duque
238,Pope Franois
218,Breel Embolo
215,A Pope Franois
210,Simonetta Sommaruga
204,Matthias Schssler
